fecha,provincia,region,casos_diarios,fallecidos_diarios,poblacion,casos_acumulados,fallecidos_acumulados,casos_promedio_7d,fallecidos_promedio_7d,tasa_casos_100k,tasa_fallecidos_100k,mes,nombre_mes
2021-08-28,Buenos Aires,Pampeana,229,5,17541141,70805,1415,256.0,5.6,1.31,0.0285,8,Agosto
2021-08-29,Buenos Aires,Pampeana,201,4,17541141,71006,1419,261.3,5.0,1.15,0.0228,8,Agosto
2021-08-30,Buenos Aires,Pampeana,316,8,17541141,71322,1427,259.7,5.4,1.8,0.0456,8,Agosto
2021-08-31,Buenos Aires,Pampeana,343,8,17541141,71665,1435,267.4,6.0,1.96,0.0456,8,Agosto
2021-09-01,Buenos Aires,Pampeana,362,8,17541141,72027,1443,288.1,6.3,2.06,0.0456,9,Septiembre
2021-09-02,Buenos Aires,Pampeana,309,8,17541141,72336,1451,290.6,6.4,1.76,0.0456,9,Septiembre
2021-09-03,Buenos Aires,Pampeana,343,3,17541141,72679,1454,300.4,6.3,1.96,0.0171,9,Septiembre
2021-09-04,Buenos Aires,Pampeana,243,7,17541141,72922,1461,302.4,6.6,1.39,0.0399,9,Septiembre
2021-09-05,Buenos Aires,Pampeana,245,5,17541141,73167,1466,308.7,6.7,1.4,0.0285,9,Septiembre
2021-09-06,Buenos Aires,Pampeana,432,6,17541141,73599,1472,325.3,6.4,2.46,0.0342,9,Septiembre
2021-09-07,Buenos Aires,Pampeana,400,7,17541141,73999,1479,333.4,6.3,2.28,0.0399,9,Septiembre
2021-09-08,Buenos Aires,Pampeana,358,9,17541141,74357,1488,332.9,6.4,2.04,0.0513,9,Septiembre
2021-09-09,Buenos Aires,Pampeana,432,5,17541141,74789,1493,350.4,6.0,2.46,0.0285,9,Septiembre
2021-09-10,Buenos Aires,Pampeana,476,3,17541141,75265,1496,369.4,6.0,2.71,0.0171,9,Septiembre
2021-09-11,Buenos Aires,Pampeana,316,8,17541141,75581,1504,379.9,6.1,1.8,0.0456,9,Septiembre
2021-09-12,Buenos Aires,Pampeana,268,13,17541141,75849,1517,383.1,7.3,1.53,0.0741,9,Septiembre
2021-09-13,Buenos Aires,Pampeana,423,8,17541141,76272,1525,381.9,7.6,2.41,0.0456,9,Septiembre
2021-09-14,Buenos Aires,Pampeana,483,8,17541141,76755,1533,393.7,7.7,2.75,0.0456,9,Septiembre
2021-09-15,Buenos Aires,Pampeana,431,12,17541141,77186,1545,404.1,8.1,2.46,0.0684,9,Septiembre
2021-09-16,Buenos Aires,Pampeana,473,9,17541141,77659,1554,410.0,8.7,2.7,0.0513,9,Septiembre
2021-09-17,Buenos Aires,Pampeana,490,9,17541141,78149,1563,412.0,9.6,2.79,0.0513,9,Septiembre
2021-09-18,Buenos Aires,Pampeana,312,9,17541141,78461,1572,411.4,9.7,1.78,0.0513,9,Septiembre
2021-09-19,Buenos Aires,Pampeana,335,9,17541141,78796,1581,421.0,9.1,1.91,0.0513,9,Septiembre
2021-09-20,Buenos Aires,Pampeana,390,7,17541141,79186,1588,416.3,9.0,2.22,0.0399,9,Septiembre
2021-09-21,Buenos Aires,Pampeana,463,6,17541141,79649,1594,413.4,8.7,2.64,0.0342,9,Septiembre
2021-09-22,Buenos Aires,Pampeana,492,12,17541141,80141,1606,422.1,8.7,2.8,0.0684,9,Septiembre
2021-09-23,Buenos Aires,Pampeana,468,9,17541141,80609,1615,421.4,8.7,2.67,0.0513,9,Septiembre
2021-09-24,Buenos Aires,Pampeana,560,9,17541141,81169,1624,431.4,8.7,3.19,0.0513,9,Septiembre
2021-09-25,Buenos Aires,Pampeana,331,9,17541141,81500,1633,434.1,8.7,1.89,0.0513,9,Septiembre
2021-09-26,Buenos Aires,Pampeana,355,11,17541141,81855,1644,437.0,9.0,2.02,0.0627,9,Septiembre
2021-09-27,Buenos Aires,Pampeana,529,15,17541141,82384,1659,456.9,10.1,3.02,0.0855,9,Septiembre
2021-09-28,Buenos Aires,Pampeana,573,11,17541141,82957,1670,472.6,10.9,3.27,0.0627,9,Septiembre
2021-09-29,Buenos Aires,Pampeana,490,8,17541141,83447,1678,472.3,10.3,2.79,0.0456,9,Septiembre
2021-09-30,Buenos Aires,Pampeana,572,9,17541141,84019,1687,487.1,10.3,3.26,0.0513,9,Septiembre
2021-10-01,Buenos Aires,Pampeana,540,12,17541141,84559,1699,484.3,10.7,3.08,0.0684,10,Octubre
2021-10-02,Buenos Aires,Pampeana,359,9,17541141,84918,1708,488.3,10.7,2.05,0.0513,10,Octubre
2021-10-03,Buenos Aires,Pampeana,391,12,17541141,85309,1720,493.4,10.9,2.23,0.0684,10,Octubre
2021-10-04,Buenos Aires,Pampeana,552,6,17541141,85861,1726,496.7,9.6,3.15,0.0342,10,Octubre
2021-10-05,Buenos Aires,Pampeana,530,10,17541141,86391,1736,490.6,9.4,3.02,0.057,10,Octubre
2021-10-06,Buenos Aires,Pampeana,551,11,17541141,86942,1747,499.3,9.9,3.14,0.0627,10,Octubre
2021-10-07,Buenos Aires,Pampeana,538,12,17541141,87480,1759,494.4,10.3,3.07,0.0684,10,Octubre
2021-10-08,Buenos Aires,Pampeana,553,9,17541141,88033,1768,496.3,9.9,3.15,0.0513,10,Octubre
2021-10-09,Buenos Aires,Pampeana,398,7,17541141,88431,1775,501.9,9.6,2.27,0.0399,10,Octubre
2021-10-10,Buenos Aires,Pampeana,417,10,17541141,88848,1785,505.6,9.3,2.38,0.057,10,Octubre
2021-10-11,Buenos Aires,Pampeana,511,8,17541141,89359,1793,499.7,9.6,2.91,0.0456,10,Octubre
2021-10-12,Buenos Aires,Pampeana,610,10,17541141,89969,1803,511.1,9.6,3.48,0.057,10,Octubre
2021-10-13,Buenos Aires,Pampeana,486,10,17541141,90455,1813,501.9,9.4,2.77,0.057,10,Octubre
2021-10-14,Buenos Aires,Pampeana,538,7,17541141,90993,1820,501.9,8.7,3.07,0.0399,10,Octubre
2021-10-15,Buenos Aires,Pampeana,557,11,17541141,91550,1831,502.4,9.0,3.18,0.0627,10,Octubre
2021-10-16,Buenos Aires,Pampeana,381,10,17541141,91931,1841,500.0,9.4,2.17,0.057,10,Octubre
2021-10-17,Buenos Aires,Pampeana,360,12,17541141,92291,1853,491.9,9.7,2.05,0.0684,10,Octubre
2021-10-18,Buenos Aires,Pampeana,523,6,17541141,92814,1859,493.6,9.4,2.98,0.0342,10,Octubre
2021-10-19,Buenos Aires,Pampeana,511,8,17541141,93325,1867,479.4,9.1,2.91,0.0456,10,Octubre
2021-10-20,Buenos Aires,Pampeana,503,10,17541141,93828,1877,481.9,9.1,2.87,0.057,10,Octubre
2021-10-21,Buenos Aires,Pampeana,542,8,17541141,94370,1885,482.4,9.3,3.09,0.0456,10,Octubre
2021-10-22,Buenos Aires,Pampeana,522,9,17541141,94892,1894,477.4,9.0,2.98,0.0513,10,Octubre
2021-10-23,Buenos Aires,Pampeana,339,10,17541141,95231,1904,471.4,9.0,1.93,0.057,10,Octubre
2021-10-24,Buenos Aires,Pampeana,369,10,17541141,95600,1914,472.7,8.7,2.1,0.057,10,Octubre
2021-10-25,Buenos Aires,Pampeana,503,8,17541141,96103,1922,469.9,9.0,2.87,0.0456,10,Octubre
2021-10-26,Buenos Aires,Pampeana,512,9,17541141,96615,1931,470.0,9.1,2.92,0.0513,10,Octubre
2021-10-27,Buenos Aires,Pampeana,500,7,17541141,97115,1938,469.6,8.7,2.85,0.0399,10,Octubre
2021-10-28,Buenos Aires,Pampeana,449,10,17541141,97564,1948,456.3,9.0,2.56,0.057,10,Octubre
2021-10-29,Buenos Aires,Pampeana,450,8,17541141,98014,1956,446.0,8.9,2.57,0.0456,10,Octubre
2021-10-30,Buenos Aires,Pampeana,337,9,17541141,98351,1965,445.7,8.7,1.92,0.0513,10,Octubre
2021-10-31,Buenos Aires,Pampeana,329,14,17541141,98680,1979,440.0,9.3,1.88,0.0798,10,Octubre
2021-11-01,Buenos Aires,Pampeana,444,6,17541141,99124,1985,431.6,9.0,2.53,0.0342,11,Noviembre
2021-11-02,Buenos Aires,Pampeana,440,11,17541141,99564,1996,421.3,9.3,2.51,0.0627,11,Noviembre
2021-11-03,Buenos Aires,Pampeana,467,2,17541141,100031,1998,416.6,8.6,2.66,0.0114,11,Noviembre
2021-11-04,Buenos Aires,Pampeana,403,3,17541141,100434,2001,410.0,7.6,2.3,0.0171,11,Noviembre
2021-11-05,Buenos Aires,Pampeana,429,5,17541141,100863,2006,407.0,7.1,2.45,0.0285,11,Noviembre
2021-11-06,Buenos Aires,Pampeana,279,5,17541141,101142,2011,398.7,6.6,1.59,0.0285,11,Noviembre
2021-11-07,Buenos Aires,Pampeana,272,8,17541141,101414,2019,390.6,5.7,1.55,0.0456,11,Noviembre
2021-11-08,Buenos Aires,Pampeana,420,8,17541141,101834,2027,387.1,6.0,2.39,0.0456,11,Noviembre
2021-11-09,Buenos Aires,Pampeana,403,7,17541141,102237,2034,381.9,5.4,2.3,0.0399,11,Noviembre
2021-11-10,Buenos Aires,Pampeana,394,6,17541141,102631,2040,371.4,6.0,2.25,0.0342,11,Noviembre
2021-11-11,Buenos Aires,Pampeana,401,8,17541141,103032,2048,371.1,6.7,2.29,0.0456,11,Noviembre
2021-11-12,Buenos Aires,Pampeana,353,8,17541141,103385,2056,360.3,7.1,2.01,0.0456,11,Noviembre
2021-11-13,Buenos Aires,Pampeana,255,4,17541141,103640,2060,356.9,7.0,1.45,0.0228,11,Noviembre
2021-11-14,Buenos Aires,Pampeana,228,6,17541141,103868,2066,350.6,6.7,1.3,0.0342,11,Noviembre
2021-11-15,Buenos Aires,Pampeana,337,6,17541141,104205,2072,338.7,6.4,1.92,0.0342,11,Noviembre
2021-11-16,Buenos Aires,Pampeana,314,7,17541141,104519,2079,326.0,6.4,1.79,0.0399,11,Noviembre
2021-11-17,Buenos Aires,Pampeana,313,4,17541141,104832,2083,314.4,6.1,1.78,0.0228,11,Noviembre
2021-11-18,Buenos Aires,Pampeana,319,5,17541141,105151,2088,302.7,5.7,1.82,0.0285,11,Noviembre
2021-11-19,Buenos Aires,Pampeana,268,5,17541141,105419,2093,290.6,5.3,1.53,0.0285,11,Noviembre
2021-11-20,Buenos Aires,Pampeana,243,4,17541141,105662,2097,288.9,5.3,1.39,0.0228,11,Noviembre
2021-11-21,Buenos Aires,Pampeana,172,4,17541141,105834,2101,280.9,5.0,0.98,0.0228,11,Noviembre
2021-11-22,Buenos Aires,Pampeana,232,5,17541141,106066,2106,265.9,4.9,1.32,0.0285,11,Noviembre
2021-11-23,Buenos Aires,Pampeana,295,4,17541141,106361,2110,263.1,4.4,1.68,0.0228,11,Noviembre
2021-11-24,Buenos Aires,Pampeana,276,5,17541141,106637,2115,257.9,4.6,1.57,0.0285,11,Noviembre
2021-11-25,Buenos Aires,Pampeana,263,2,17541141,106900,2117,249.9,4.1,1.5,0.0114,11,Noviembre
2021-11-26,Buenos Aires,Pampeana,256,3,17541141,107156,2120,248.1,3.9,1.46,0.0171,11,Noviembre
2021-11-27,Buenos Aires,Pampeana,160,4,17541141,107316,2124,236.3,3.9,0.91,0.0228,11,Noviembre
2021-11-28,Buenos Aires,Pampeana,137,6,17541141,107453,2130,231.3,4.1,0.78,0.0342,11,Noviembre
2021-11-29,Buenos Aires,Pampeana,218,2,17541141,107671,2132,229.3,3.7,1.24,0.0114,11,Noviembre
2021-11-30,Buenos Aires,Pampeana,188,4,17541141,107859,2136,214.0,3.7,1.07,0.0228,11,Noviembre
2021-12-01,Buenos Aires,Pampeana,231,4,17541141,108090,2140,207.6,3.6,1.32,0.0228,12,Diciembre
2021-12-02,Buenos Aires,Pampeana,191,6,17541141,108281,2146,197.3,4.1,1.09,0.0342,12,Diciembre
2021-12-03,Buenos Aires,Pampeana,164,1,17541141,108445,2147,184.1,3.9,0.93,0.0057,12,Diciembre
2021-12-04,Buenos Aires,Pampeana,121,2,17541141,108566,2149,178.6,3.6,0.69,0.0114,12,Diciembre
2021-12-05,Buenos Aires,Pampeana,132,1,17541141,108698,2150,177.9,2.9,0.75,0.0057,12,Diciembre
2021-12-06,Buenos Aires,Pampeana,153,0,17541141,108851,2150,168.6,2.6,0.87,0.0,12,Diciembre
2021-12-07,Buenos Aires,Pampeana,140,6,17541141,108991,2156,161.7,2.9,0.8,0.0342,12,Diciembre
2021-12-08,Buenos Aires,Pampeana,166,0,17541141,109157,2156,152.4,2.3,0.95,0.0,12,Diciembre
2021-12-09,Buenos Aires,Pampeana,161,1,17541141,109318,2157,148.1,1.6,0.92,0.0057,12,Diciembre
2021-12-10,Buenos Aires,Pampeana,133,5,17541141,109451,2162,143.7,2.1,0.76,0.0285,12,Diciembre
2021-12-11,Buenos Aires,Pampeana,90,0,17541141,109541,2162,139.3,1.9,0.51,0.0,12,Diciembre
2021-12-12,Buenos Aires,Pampeana,102,4,17541141,109643,2166,135.0,2.3,0.58,0.0228,12,Diciembre
2021-12-13,Buenos Aires,Pampeana,91,0,17541141,109734,2166,126.1,2.3,0.52,0.0,12,Diciembre
2021-12-14,Buenos Aires,Pampeana,87,4,17541141,109821,2170,118.6,2.0,0.5,0.0228,12,Diciembre
2021-12-15,Buenos Aires,Pampeana,104,0,17541141,109925,2170,109.7,2.0,0.59,0.0,12,Diciembre
2021-12-16,Buenos Aires,Pampeana,115,0,17541141,110040,2170,103.1,1.9,0.66,0.0,12,Diciembre
2021-12-17,Buenos Aires,Pampeana,126,1,17541141,110166,2171,102.1,1.3,0.72,0.0057,12,Diciembre
2021-12-18,Buenos Aires,Pampeana,110,4,17541141,110276,2175,105.0,1.9,0.63,0.0228,12,Diciembre
2021-12-19,Buenos Aires,Pampeana,95,2,17541141,110371,2177,104.0,1.6,0.54,0.0114,12,Diciembre
2021-12-20,Buenos Aires,Pampeana,102,1,17541141,110473,2178,105.6,1.7,0.58,0.0057,12,Diciembre
2021-12-21,Buenos Aires,Pampeana,102,4,17541141,110575,2182,107.7,1.7,0.58,0.0228,12,Diciembre
2021-12-22,Buenos Aires,Pampeana,70,6,17541141,110645,2188,102.9,2.6,0.4,0.0342,12,Diciembre
2021-12-23,Buenos Aires,Pampeana,96,3,17541141,110741,2191,100.1,3.0,0.55,0.0171,12,Diciembre
2021-12-24,Buenos Aires,Pampeana,85,0,17541141,110826,2191,94.3,2.9,0.48,0.0,12,Diciembre
2021-12-25,Buenos Aires,Pampeana,70,1,17541141,110896,2192,88.6,2.4,0.4,0.0057,12,Diciembre
2021-12-26,Buenos Aires,Pampeana,45,0,17541141,110941,2192,81.4,2.1,0.26,0.0,12,Diciembre
2021-12-27,Buenos Aires,Pampeana,102,2,17541141,111043,2194,81.4,2.3,0.58,0.0114,12,Diciembre
2021-12-28,Buenos Aires,Pampeana,130,0,17541141,111173,2194,85.4,1.7,0.74,0.0,12,Diciembre
2021-12-29,Buenos Aires,Pampeana,78,2,17541141,111251,2196,86.6,1.1,0.44,0.0114,12,Diciembre
2021-12-30,Buenos Aires,Pampeana,92,5,17541141,111343,2201,86.0,1.4,0.52,0.0285,12,Diciembre
2021-12-31,Buenos Aires,Pampeana,98,2,17541141,111441,2203,87.9,1.7,0.56,0.0114,12,Diciembre
2021-01-01,CABA,Pampeana,30,1,3075646,30,1,30.0,1.0,0.98,0.0325,1,Enero
2021-01-02,CABA,Pampeana,39,2,3075646,69,3,34.5,1.5,1.27,0.065,1,Enero
2021-01-03,CABA,Pampeana,58,0,3075646,127,3,42.3,1.0,1.89,0.0,1,Enero
2021-01-04,CABA,Pampeana,82,5,3075646,209,8,52.2,2.0,2.67,0.1626,1,Enero
2021-01-05,CABA,Pampeana,17,0,3075646,226,8,45.2,1.6,0.55,0.0,1,Enero
2021-01-06,CABA,Pampeana,55,3,3075646,281,11,46.8,1.8,1.79,0.0975,1,Enero
2021-01-07,CABA,Pampeana,38,0,3075646,319,11,45.6,1.6,1.24,0.0,1,Enero
2021-01-08,CABA,Pampeana,63,2,3075646,382,13,50.3,1.7,2.05,0.065,1,Enero
2021-01-09,CABA,Pampeana,36,0,3075646,418,13,49.9,1.4,1.17,0.0,1,Enero
2021-01-10,CABA,Pampeana,5,0,3075646,423,13,42.3,1.4,0.16,0.0,1,Enero
2021-01-11,CABA,Pampeana,33,4,3075646,456,17,35.3,1.3,1.07,0.1301,1,Enero
2021-01-12,CABA,Pampeana,47,0,3075646,503,17,39.6,1.3,1.53,0.0,1,Enero
2021-01-13,CABA,Pampeana,6,1,3075646,509,18,32.6,1.0,0.2,0.0325,1,Enero
2021-01-14,CABA,Pampeana,57,2,3075646,566,20,35.3,1.3,1.85,0.065,1,Enero
2021-01-15,CABA,Pampeana,5,1,3075646,571,21,27.0,1.1,0.16,0.0325,1,Enero
2021-01-16,CABA,Pampeana,15,1,3075646,586,22,24.0,1.3,0.49,0.0325,1,Enero
2021-01-17,CABA,Pampeana,54,1,3075646,640,23,31.0,1.4,1.76,0.0325,1,Enero
2021-01-18,CABA,Pampeana,20,5,3075646,660,28,29.1,1.6,0.65,0.1626,1,Enero
2021-01-19,CABA,Pampeana,57,1,3075646,717,29,30.6,1.7,1.85,0.0325,1,Enero
2021-01-20,CABA,Pampeana,5,1,3075646,722,30,30.4,1.7,0.16,0.0325,1,Enero
2021-01-21,CABA,Pampeana,96,3,3075646,818,33,36.0,1.9,3.12,0.0975,1,Enero
2021-01-22,CABA,Pampeana,35,3,3075646,853,36,40.3,2.1,1.14,0.0975,1,Enero
2021-01-23,CABA,Pampeana,32,3,3075646,885,39,42.7,2.4,1.04,0.0975,1,Enero
2021-01-24,CABA,Pampeana,33,2,3075646,918,41,39.7,2.6,1.07,0.065,1,Enero
2021-01-25,CABA,Pampeana,59,0,3075646,977,41,45.3,1.9,1.92,0.0,1,Enero
2021-01-26,CABA,Pampeana,5,4,3075646,982,45,37.9,2.3,0.16,0.1301,1,Enero
2021-01-27,CABA,Pampeana,44,0,3075646,1026,45,43.4,2.1,1.43,0.0,1,Enero
2021-01-28,CABA,Pampeana,27,1,3075646,1053,46,33.6,1.9,0.88,0.0325,1,Enero
2021-01-29,CABA,Pampeana,5,0,3075646,1058,46,29.3,1.4,0.16,0.0,1,Enero
2021-01-30,CABA,Pampeana,49,0,3075646,1107,46,31.7,1.0,1.59,0.0,1,Enero
2021-01-31,CABA,Pampeana,25,1,3075646,1132,47,30.6,0.9,0.81,0.0325,1,Enero
2021-02-01,CABA,Pampeana,51,1,3075646,1183,48,29.4,1.0,1.66,0.0325,2,Febrero
2021-02-02,CABA,Pampeana,50,2,3075646,1233,50,35.9,0.7,1.63,0.065,2,Febrero
2021-02-03,CABA,Pampeana,37,4,3075646,1270,54,34.9,1.3,1.2,0.1301,2,Febrero
2021-02-04,CABA,Pampeana,96,2,3075646,1366,56,44.7,1.4,3.12,0.065,2,Febrero
2021-02-05,CABA,Pampeana,45,0,3075646,1411,56,50.4,1.4,1.46,0.0,2,Febrero
2021-02-06,CABA,Pampeana,5,3,3075646,1416,59,44.1,1.9,0.16,0.0975,2,Febrero
2021-02-07,CABA,Pampeana,26,3,3075646,1442,62,44.3,2.1,0.85,0.0975,2,Febrero
2021-02-08,CABA,Pampeana,61,0,3075646,1503,62,45.7,2.0,1.98,0.0,2,Febrero
2021-02-09,CABA,Pampeana,62,2,3075646,1565,64,47.4,2.0,2.02,0.065,2,Febrero
2021-02-10,CABA,Pampeana,22,2,3075646,1587,66,45.3,1.7,0.72,0.065,2,Febrero
2021-02-11,CABA,Pampeana,74,0,3075646,1661,66,42.1,1.4,2.41,0.0,2,Febrero
2021-02-12,CABA,Pampeana,6,4,3075646,1667,70,36.6,2.0,0.2,0.1301,2,Febrero
2021-02-13,CABA,Pampeana,57,1,3075646,1724,71,44.0,1.7,1.85,0.0325,2,Febrero
2021-02-14,CABA,Pampeana,14,1,3075646,1738,72,42.3,1.4,0.46,0.0325,2,Febrero
2021-02-15,CABA,Pampeana,49,1,3075646,1787,73,40.6,1.6,1.59,0.0325,2,Febrero
2021-02-16,CABA,Pampeana,83,1,3075646,1870,74,43.6,1.4,2.7,0.0325,2,Febrero
2021-02-17,CABA,Pampeana,60,0,3075646,1930,74,49.0,1.1,1.95,0.0,2,Febrero
2021-02-18,CABA,Pampeana,79,0,3075646,2009,74,49.7,1.1,2.57,0.0,2,Febrero
2021-02-19,CABA,Pampeana,76,5,3075646,2085,79,59.7,1.3,2.47,0.1626,2,Febrero
2021-02-20,CABA,Pampeana,66,0,3075646,2151,79,61.0,1.1,2.15,0.0,2,Febrero
2021-02-21,CABA,Pampeana,63,0,3075646,2214,79,68.0,1.0,2.05,0.0,2,Febrero
2021-02-22,CABA,Pampeana,54,0,3075646,2268,79,68.7,0.9,1.76,0.0,2,Febrero
2021-02-23,CABA,Pampeana,83,0,3075646,2351,79,68.7,0.7,2.7,0.0,2,Febrero
2021-02-24,CABA,Pampeana,31,0,3075646,2382,79,64.6,0.7,1.01,0.0,2,Febrero
2021-02-25,CABA,Pampeana,70,5,3075646,2452,84,63.3,1.4,2.28,0.1626,2,Febrero
2021-02-26,CABA,Pampeana,95,4,3075646,2547,88,66.0,1.3,3.09,0.1301,2,Febrero
2021-02-27,CABA,Pampeana,56,0,3075646,2603,88,64.6,1.3,1.82,0.0,2,Febrero
2021-02-28,CABA,Pampeana,64,6,3075646,2667,94,64.7,2.1,2.08,0.1951,2,Febrero
2021-03-01,CABA,Pampeana,78,4,3075646,2745,98,68.1,2.7,2.54,0.1301,3,Marzo
2021-03-02,CABA,Pampeana,115,1,3075646,2860,99,72.7,2.9,3.74,0.0325,3,Marzo
2021-03-03,CABA,Pampeana,88,0,3075646,2948,99,80.9,2.9,2.86,0.0,3,Marzo
2021-03-04,CABA,Pampeana,82,7,3075646,3030,106,82.6,3.1,2.67,0.2276,3,Marzo
2021-03-05,CABA,Pampeana,121,0,3075646,3151,106,86.3,2.6,3.93,0.0,3,Marzo
2021-03-06,CABA,Pampeana,46,0,3075646,3197,106,84.9,2.6,1.5,0.0,3,Marzo
2021-03-07,CABA,Pampeana,84,5,3075646,3281,111,87.7,2.4,2.73,0.1626,3,Marzo
2021-03-08,CABA,Pampeana,85,8,3075646,3366,119,88.7,3.0,2.76,0.2601,3,Marzo
2021-03-09,CABA,Pampeana,150,5,3075646,3516,124,93.7,3.6,4.88,0.1626,3,Marzo
2021-03-10,CABA,Pampeana,116,4,3075646,3632,128,97.7,4.1,3.77,0.1301,3,Marzo
2021-03-11,CABA,Pampeana,131,4,3075646,3763,132,104.7,3.7,4.26,0.1301,3,Marzo
2021-03-12,CABA,Pampeana,145,5,3075646,3908,137,108.1,4.4,4.71,0.1626,3,Marzo
2021-03-13,CABA,Pampeana,64,5,3075646,3972,142,110.7,5.1,2.08,0.1626,3,Marzo
2021-03-14,CABA,Pampeana,91,4,3075646,4063,146,111.7,5.0,2.96,0.1301,3,Marzo
2021-03-15,CABA,Pampeana,180,4,3075646,4243,150,125.3,4.4,5.85,0.1301,3,Marzo
2021-03-16,CABA,Pampeana,183,4,3075646,4426,154,130.0,4.3,5.95,0.1301,3,Marzo
2021-03-17,CABA,Pampeana,176,2,3075646,4602,156,138.6,4.0,5.72,0.065,3,Marzo
2021-03-18,CABA,Pampeana,142,4,3075646,4744,160,140.1,4.0,4.62,0.1301,3,Marzo
2021-03-19,CABA,Pampeana,200,1,3075646,4944,161,148.0,3.4,6.5,0.0325,3,Marzo
2021-03-20,CABA,Pampeana,148,5,3075646,5092,166,160.0,3.4,4.81,0.1626,3,Marzo
2021-03-21,CABA,Pampeana,142,3,3075646,5234,169,167.3,3.3,4.62,0.0975,3,Marzo
2021-03-22,CABA,Pampeana,243,3,3075646,5477,172,176.3,3.1,7.9,0.0975,3,Marzo
2021-03-23,CABA,Pampeana,204,6,3075646,5681,178,179.3,3.4,6.63,0.1951,3,Marzo
2021-03-24,CABA,Pampeana,218,8,3075646,5899,186,185.3,4.3,7.09,0.2601,3,Marzo
2021-03-25,CABA,Pampeana,178,7,3075646,6077,193,190.4,4.7,5.79,0.2276,3,Marzo
2021-03-26,CABA,Pampeana,275,3,3075646,6352,196,201.1,5.0,8.94,0.0975,3,Marzo
2021-03-27,CABA,Pampeana,189,4,3075646,6541,200,207.0,4.9,6.15,0.1301,3,Marzo
2021-03-28,CABA,Pampeana,162,9,3075646,6703,209,209.9,5.7,5.27,0.2926,3,Marzo
2021-03-29,CABA,Pampeana,241,5,3075646,6944,214,209.6,6.0,7.84,0.1626,3,Marzo
2021-03-30,CABA,Pampeana,275,7,3075646,7219,221,219.7,6.1,8.94,0.2276,3,Marzo
2021-03-31,CABA,Pampeana,329,8,3075646,7548,229,235.6,6.1,10.7,0.2601,3,Marzo
2021-04-01,CABA,Pampeana,314,5,3075646,7862,234,255.0,5.9,10.21,0.1626,4,Abril
2021-04-02,CABA,Pampeana,314,8,3075646,8176,242,260.6,6.6,10.21,0.2601,4,Abril
2021-04-03,CABA,Pampeana,225,6,3075646,8401,248,265.7,6.9,7.32,0.1951,4,Abril
2021-04-04,CABA,Pampeana,233,8,3075646,8634,256,275.9,6.7,7.58,0.2601,4,Abril
2021-04-05,CABA,Pampeana,324,10,3075646,8958,266,287.7,7.4,10.53,0.3251,4,Abril
2021-04-06,CABA,Pampeana,356,6,3075646,9314,272,299.3,7.3,11.57,0.1951,4,Abril
2021-04-07,CABA,Pampeana,372,10,3075646,9686,282,305.4,7.6,12.1,0.3251,4,Abril
2021-04-08,CABA,Pampeana,431,10,3075646,10117,292,322.1,8.3,14.01,0.3251,4,Abril
2021-04-09,CABA,Pampeana,423,12,3075646,10540,304,337.7,8.9,13.75,0.3902,4,Abril
2021-04-10,CABA,Pampeana,294,12,3075646,10834,316,347.6,9.7,9.56,0.3902,4,Abril
2021-04-11,CABA,Pampeana,359,15,3075646,11193,331,365.6,10.7,11.67,0.4877,4,Abril
2021-04-12,CABA,Pampeana,451,13,3075646,11644,344,383.7,11.1,14.66,0.4227,4,Abril
2021-04-13,CABA,Pampeana,512,12,3075646,12156,356,406.0,12.0,16.65,0.3902,4,Abril
2021-04-14,CABA,Pampeana,537,13,3075646,12693,369,429.6,12.4,17.46,0.4227,4,Abril
2021-04-15,CABA,Pampeana,469,14,3075646,13162,383,435.0,13.0,15.25,0.4552,4,Abril
2021-04-16,CABA,Pampeana,524,14,3075646,13686,397,449.4,13.3,17.04,0.4552,4,Abril
2021-04-17,CABA,Pampeana,366,14,3075646,14052,411,459.7,13.6,11.9,0.4552,4,Abril
2021-04-18,CABA,Pampeana,373,13,3075646,14425,424,461.7,13.3,12.13,0.4227,4,Abril
2021-04-19,CABA,Pampeana,576,14,3075646,15001,438,479.6,13.4,18.73,0.4552,4,Abril
2021-04-20,CABA,Pampeana,558,12,3075646,15559,450,486.1,13.4,18.14,0.3902,4,Abril
2021-04-21,CABA,Pampeana,574,18,3075646,16133,468,491.4,14.1,18.66,0.5852,4,Abril
2021-04-22,CABA,Pampeana,594,13,3075646,16727,481,509.3,14.0,19.31,0.4227,4,Abril
2021-04-23,CABA,Pampeana,600,15,3075646,17327,496,520.1,14.1,19.51,0.4877,4,Abril
2021-04-24,CABA,Pampeana,414,15,3075646,17741,511,527.0,14.3,13.46,0.4877,4,Abril
2021-04-25,CABA,Pampeana,456,19,3075646,18197,530,538.9,15.1,14.83,0.6178,4,Abril
2021-04-26,CABA,Pampeana,669,17,3075646,18866,547,552.1,15.6,21.75,0.5527,4,Abril
2021-04-27,CABA,Pampeana,661,20,3075646,19527,567,566.9,16.7,21.49,0.6503,4,Abril
2021-04-28,CABA,Pampeana,651,16,3075646,20178,583,577.9,16.4,21.17,0.5202,4,Abril
2021-04-29,CABA,Pampeana,652,18,3075646,20830,601,586.1,17.1,21.2,0.5852,4,Abril
2021-04-30,CABA,Pampeana,660,16,3075646,21490,617,594.7,17.3,21.46,0.5202,4,Abril
